session,date,month,day,year,title,keywords,kw_1,kw_2,kw_3,kw_4,kw_5,kw_6,kw_7,kw_8,kw_9,kw_10
119.0,"July 29, 2025",7.0,29,2025,PERSPECTIVES ON REAUTHORIZATION OF THE  U.S. GRAIN STANDARDS ACT,agriculture nutrition; forests act; farm bureau; nutrition forestry; USDA; 2025 statements; grain; tribal consultation; american farmers; advance appropriations,agriculture nutrition,forests act,farm bureau,nutrition forestry,USDA,2025 statements,grain,tribal consultation,american farmers,advance appropriations
119.0,"January 15, 2025",1.0,15,2025,SETTING A STANDARD FOR THE AMERICAN DREAM,seniors; wellness; important hearing; mcconnell; access care; tribal consultation; 2025 statements; aarp; health board; executive order,seniors,wellness,important hearing,mcconnell,access care,tribal consultation,2025 statements,aarp,health board,executive order
119.0,"June 25, 2025",6.0,25,2025,CORRECTING MISMANAGEMENT OF THE VETERANS CRISIS LINE,Veterans Affairs; adam schiff; 2025 statements; veterans crisis; va employees; tribal consultation; idaho; pursuant notice; filed; minority staff,Veterans Affairs,adam schiff,2025 statements,veterans crisis,va employees,tribal consultation,idaho,pursuant notice,filed,minority staff
119.0,"June 4, 2025",6.0,4,2025,HEARING TO CONSIDER PENDING NOMINATIONS,Veterans Affairs; nominees; forward hearing; washington 2025; tribal consultation; mcconnell; appointment; deputy secretary; wada; waiver,Veterans Affairs,nominees,forward hearing,washington 2025,tribal consultation,mcconnell,appointment,deputy secretary,wada,waiver
119.0,"April 1, 2025",4.0,1,2025,HEARING TO CONSIDER PENDING NOMINATIONS,Veterans Affairs; nominees; forward hearing; washington 2025; tribal consultation; mcconnell; wada; appointment; deputy secretary; waiver,Veterans Affairs,nominees,forward hearing,washington 2025,tribal consultation,mcconnell,wada,appointment,deputy secretary,waiver
119.0,"March 4, 2025",3.0,4,2025,"LEGISLATIVE PRESENTATION OF THE VETERANS  OF FOREIGN WARS OF THE UNITED STATES AND  IRAQ AND AFGHANISTAN VETERANS OF AMERICA, STUDENT VETERANS OF AMERICA, TRAGEDY  ASSISTANCE PROGRAM FOR SURVIVORS,  THE ELIZABETH DOLE FOUNDATION, AND NATIONAL  COALITION FOR HOMELESS VETERANS",Veterans Affairs; department veterans; veterans crisis; reauthorization; tribal consultation; hrg 119; advance appropriations; filed; care veterans; chair ernst,Veterans Affairs,department veterans,veterans crisis,reauthorization,tribal consultation,hrg 119,advance appropriations,filed,care veterans,chair ernst
119.0,"February 26, 2025",2.0,26,2025,LEGISLATIVE PRESENTATION OF THE AMERICAN,Veterans Affairs; american legion; department veterans; 2025 statements; tribal consultation; legislative; filed; pursuant notice; chair ernst; minority staff,Veterans Affairs,american legion,department veterans,2025 statements,tribal consultation,legislative,filed,pursuant notice,chair ernst,minority staff
119.0,"February 25, 2025",2.0,25,2025,LEGISLATIVE PRESENTATION OF,Veterans Affairs; disability; hrg 119; department veterans; reauthorization; letter support; tribal consultation; mcconnell; aarp; va employees,Veterans Affairs,disability,hrg 119,department veterans,reauthorization,letter support,tribal consultation,mcconnell,aarp,va employees
119.0,"February 19, 2025",2.0,19,2025,NOMINATION OF THE HONORABLE PAUL LAWRENCE TO BE DEPUTY SECRETARY OF VETERANS AFFAIRS,Veterans Affairs; deputy secretary; hrg 119; nomination; honorable; tribal consultation; clark; letter support; va employees; member cantwell,Veterans Affairs,deputy secretary,hrg 119,nomination,honorable,tribal consultation,clark,letter support,va employees,member cantwell
119.0,"January 28, 2025",1.0,28,2025,EXAMINING VA'S COMMUNITY CARE PROGRAM,Veterans Affairs; va employees; tribal consultation; care veterans; department veterans; reauthorization; idaho; health board; veterans crisis; partisan,Veterans Affairs,va employees,tribal consultation,care veterans,department veterans,reauthorization,idaho,health board,veterans crisis,partisan
119.0,"January 21, 2025",1.0,21,2025,NOMINATION OF THE HONORABLE DOUGLAS A. COLLINS TO BE SECRETARY OF VETERANS AFFAIRS,Veterans Affairs; secretary collins; hrsa; nomination; honorable; tribal consultation; minority staff; vice chair; letter support; va employees,Veterans Affairs,secretary collins,hrsa,nomination,honorable,tribal consultation,minority staff,vice chair,letter support,va employees
118.0,"September 18, 2024",9.0,18,2024,KEEPING KIDS LEARNING IN THE NATIONAL SCHOOL LUNCH PROGRAM AND SCHOOL BREAKFAST PROGRAM,USDA; nutrition; enrollment; food security; Tax Cuts; FDA; iowa; rural health; public policy; assessments,USDA,nutrition,enrollment,food security,Tax Cuts,FDA,iowa,rural health,public policy,assessments
118.0,"July 10, 2024",7.0,10,2024,OVERSIGHT OF DIGITAL COMMODITIES,USDA; regulatory; tribal lands; nutrition; EPA; Tax Cuts; commodities; settlement act; forest service; fed,USDA,regulatory,tribal lands,nutrition,EPA,Tax Cuts,commodities,settlement act,forest service,fed
118.0,"July 10, 2024",7.0,10,2024,RESILIENCE,USDA; rural health; iowa; additional funding; nutrition; renewable energy; tribal lands; farms; EPA; responses written,USDA,rural health,iowa,additional funding,nutrition,renewable energy,tribal lands,farms,EPA,responses written
118.0,"June 26, 2024",6.0,26,2024,DROUGHT WITH INNOVATION,USDA; drought; tribal lands; additional funding; EPA; durbin thank; nutrition; powell; iowa; forestry,USDA,drought,tribal lands,additional funding,EPA,durbin thank,nutrition,powell,iowa,forestry
118.0,"June 4, 2024",6.0,4,2024,NEXT GENERATION OF FARMERS,USDA; nutrition; regulatory; tribal lands; farms; food security; Tax Cuts; forestry; crop insurance; additional funding,USDA,nutrition,regulatory,tribal lands,farms,food security,Tax Cuts,forestry,crop insurance,additional funding
118.0,na,,na,na,S.HRG. 118-407,USDA; legislation; nutrition; www govinfo; mr powell; FDA; forestry; food security; agricultural; reservations,USDA,legislation,nutrition,www govinfo,mr powell,FDA,forestry,food security,agricultural,reservations
118.0,"November 30, 2023",11.0,30,2023,NOMINATION OF BASIL IVANHOE GOODEN TO BE UNDER SECRETARY OF AGRICULTURE FOR RURAL DEVELOPMENT AND THE HONORABLE SUMMER K. MERSINGER TO BE A COMMISSIONER OF THE COMMODITY FUTURES TRADING COMMISSION,USDA; trade commission; EPA; secretary kendall; nutrition; tribal lands; nomination; Tax Cuts; hrsa; usda,USDA,trade commission,EPA,secretary kendall,nutrition,tribal lands,nomination,Tax Cuts,hrsa,usda
118.0,"November 14, 2023",11.0,14,2023,LEVERAGING TECHNOLOGY AND ARTIFICIAL INTELLIGENCE,USDA; nutrition; innovations; FDA; farms; food security; subsidies; executive branch; south dakota; crop insurance,USDA,nutrition,innovations,FDA,farms,food security,subsidies,executive branch,south dakota,crop insurance
118.0,"September 27, 2023",9.0,27,2023,FOREIGN OWNERSHIP IN U.S. AGRICULTURE,USDA; regulatory; nutrition; tribal lands; forestry; crop insurance; food security; farmers; south dakota; additional funding,USDA,regulatory,nutrition,tribal lands,forestry,crop insurance,food security,farmers,south dakota,additional funding
118.0,"July 19, 2023",7.0,19,2023,COMMUNITY WATER SYSTEMS,water resources; USDA; tribal communities; south dakota; EPA; creek; irrigation; rural health; deforestation; indian water,water resources,USDA,tribal communities,south dakota,EPA,creek,irrigation,rural health,deforestation,indian water
118.0,"June 7, 2023",6.0,7,2023,WORKS FOR SPECIALTY CORP PRODUCERS,USDA; nutrition; regulatory; farms; food security; Health Plans; crop insurance; south dakota; crops; tax code,USDA,nutrition,regulatory,farms,food security,Health Plans,crop insurance,south dakota,crops,tax code
118.0,"May 17, 2023",5.0,17,2023,COMMUNITIES TO THE DIGITAL ECONOMY,USDA; rural america; regulatory; nutrition; Tax Cuts; valley bank; iowa; additional funding; renewable energy; farms,USDA,rural america,regulatory,nutrition,Tax Cuts,valley bank,iowa,additional funding,renewable energy,farms
118.0,"May 10, 2023",5.0,10,2023,BEFORE THE,USDA; nomination; nutrition; regulatory; navajo nation; forestry; Tax Cuts; enrolled; reservations; mr powell,USDA,nomination,nutrition,regulatory,navajo nation,forestry,Tax Cuts,enrolled,reservations,mr powell
118.0,"May 4, 2023",5.0,4,2023,"COMMODITY PROGRAMS, CREDIT, AND CROP",USDA; regulatory; crop insurance; nutrition; tribal lands; EPA; commodities; food security; tax credit; settlement act,USDA,regulatory,crop insurance,nutrition,tribal lands,EPA,commodities,food security,tax credit,settlement act
118.0,"May 2, 2023",5.0,2,2023,"COMMODITY PROGRAMS, CREDIT, AND CROP IN-",USDA; nutrition; EPA; food security; crop insurance; commodities; tribal lands; farms; additional funding; crops,USDA,nutrition,EPA,food security,crop insurance,commodities,tribal lands,farms,additional funding,crops
118.0,"April 20, 2023",4.0,20,2023,CONSERVATION PROGRAMS WORK FOR FARMERS AND RANCHERS,USDA; conservation; tribal lands; EPA; additional funding; forestry; farms; food security; crop insurance; march 2023,USDA,conservation,tribal lands,EPA,additional funding,forestry,farms,food security,crop insurance,march 2023
118.0,"April 19, 2023",4.0,19,2023,SNAP AND OTHER NUTRITION ASSISTANCE IN THE FARM BILL,USDA; nutrition; food security; Health Plans; additional funding; crop insurance; FDA; navajo nation; enrolled; farmers ranchers,USDA,nutrition,food security,Health Plans,additional funding,crop insurance,FDA,navajo nation,enrolled,farmers ranchers
118.0,"March 30, 2023",3.0,30,2023,S. HRG. 118-127,forestry; USDA; documentation; mr powell; amendments; forest service; nutrition; natural resources; executive branch; durbin thank,forestry,USDA,documentation,mr powell,amendments,forest service,nutrition,natural resources,executive branch,durbin thank
118.0,"March 16, 2023",3.0,16,2023,OVERSIGHT OF THE U.S. DEPARTMENT OF AGRICULTURE,USDA; regulatory; nutrition; tribal lands; food security; forestry; Tax Cuts; crop insurance; mr powell; hrsa,USDA,regulatory,nutrition,tribal lands,food security,forestry,Tax Cuts,crop insurance,mr powell,hrsa
118.0,"March 8, 2023",3.0,8,2023,OVERSIGHT OF THE COMMODITY FUTURES TRADING COMMISSION,USDA; trade commission; EPA; commodities; Tax Cuts; tribal lands; 2024; fed; tariffs; settlement act,USDA,trade commission,EPA,commodities,Tax Cuts,tribal lands,2024,fed,tariffs,settlement act
118.0,"March 1, 2023",3.0,1,2023,FORESTRY PROGRAMS,USDA; deforestation; march 2023; south dakota; regulatory; nutrition; farms; Tax Cuts; navajo nation; crop insurance,USDA,deforestation,march 2023,south dakota,regulatory,nutrition,farms,Tax Cuts,navajo nation,crop insurance
118.0,"February 16, 2023",2.0,16,2023,BEFORE THE,USDA; nutrition; march 2023; Tax Cuts; food security; Health Plans; regulatory; farms; south dakota; crop insurance,USDA,nutrition,march 2023,Tax Cuts,food security,Health Plans,regulatory,farms,south dakota,crop insurance
118.0,"February 9, 2023",2.0,9,2023,BEFORE THE,USDA; nutrition; Tax Cuts; crop insurance; farms; march 2023; EPA; south dakota; food security; deforestation,USDA,nutrition,Tax Cuts,crop insurance,farms,march 2023,EPA,south dakota,food security,deforestation
118.0,"February 1, 2023",2.0,1,2023,BEFORE THE,USDA; nutrition; farms; march 2023; south dakota; regulatory; Tax Cuts; deforestation; food security; crop insurance,USDA,nutrition,farms,march 2023,south dakota,regulatory,Tax Cuts,deforestation,food security,crop insurance
118.0,"March 18, 2022",3.0,18,2022,WORLDWIDE THREATS,armed services; defense authorization; idaho; amendment; national guard; CDC; draft; pact act; secretary yellen; threats,armed services,defense authorization,idaho,amendment,national guard,CDC,draft,pact act,secretary yellen,threats
118.0,"July 7, 2021",7.0,7,2021,THE CURRENT READINESS OF THE JOINT FORCE,armed services; readiness; pursuant notice; Veterans Affairs; holding hearing; joint force; pact act; national guard; draft; task force,armed services,readiness,pursuant notice,Veterans Affairs,holding hearing,joint force,pact act,national guard,draft,task force
118.0,"March 6, 2019",3.0,6,2019,"THE DEPARTMENT OF DEFENSE'S EFFORTS TO ENSURE SERVICEMEMBERS' ACCESS TO  SAFE, HIGH-QUALITY PHARMACEUTICALS",armed services; defense authorization; FDA; south dakota; met pursuant; Veterans Affairs; readiness; reed thank; department defense; national guard,armed services,defense authorization,FDA,south dakota,met pursuant,Veterans Affairs,readiness,reed thank,department defense,national guard
118.0,"May 12, 2016",5.0,12,2016,UPDATE OF THE STATE OF THE DEPARTMENT  OF DEFENSE ACQUISITION SYSTEM,armed services; defense authorization; acquisitions; arkansas; readiness; department defense; issued; draft; pact act; Veterans Affairs,armed services,defense authorization,acquisitions,arkansas,readiness,department defense,issued,draft,pact act,Veterans Affairs
118.0,na,,na,na,"THE FINAL REPORT OF THE PLANNING,  PROGRAMMING, BUDGETING, AND EXECUTION  REFORM COMMISSION",armed services; pursuant notice; president's budget; idaho; draft; constitution; Veterans Affairs; defense authorization; executive order; hrg 118,armed services,pursuant notice,president's budget,idaho,draft,constitution,Veterans Affairs,defense authorization,executive order,hrg 118
118.0,"March 12, 2024",3.0,12,2024,GLOBAL SECURITY CHALLENGES AND UNITED STATES STRATEGY,armed services; defense authorization; national guard; draft; constitution; Veterans Affairs; idaho; secretary yellen; executive order; task force,armed services,defense authorization,national guard,draft,constitution,Veterans Affairs,idaho,secretary yellen,executive order,task force
118.0,"February 28, 2024",2.0,28,2024,EVOLVING WORKFORCE DYNAMICS AND THE  CHALLENGES FOR DEFENSE ACQUISITION AND  DEFENSE INDUSTRIAL BASE,armed services; workforce development; draft; defense authorization; south dakota; recruiters; task force; met pursuant; active duty; Veterans Affairs,armed services,workforce development,draft,defense authorization,south dakota,recruiters,task force,met pursuant,active duty,Veterans Affairs
118.0,"February 28, 2024",2.0,28,2024,TRAUMATIC BRAIN INJURY AND BLAST EXPOSURE CARE,Veterans Affairs; health safety; defense authorization; trauma; armed services; idaho; forward hearing; md; disability; pursuant notice,Veterans Affairs,health safety,defense authorization,trauma,armed services,idaho,forward hearing,md,disability,pursuant notice
118.0,"December 6, 2023",,6,2023,THE STATUS OF DEPARTMENT OF DEFENSE RECRUITING EFFORTS AND PLANS FOR FISCAL  YEAR 2024,department defense; armed services; draft; national guard; Veterans Affairs; defense authorization; recruitment; south dakota; president's budget; reed thank,department defense,armed services,draft,national guard,Veterans Affairs,defense authorization,recruitment,south dakota,president's budget,reed thank
118.0,"October 19, 2023",10.0,19,2023,THE FINDINGS OF THE CONGRESSIONAL COMMISSION ON THE STRATEGIC POSTURE  OF THE UNITED STATES,armed services; pursuant notice; pact act; partisan; draft; constitution; defense authorization; holding hearing; Veterans Affairs; general berger,armed services,pursuant notice,pact act,partisan,draft,constitution,defense authorization,holding hearing,Veterans Affairs,general berger
